politician,subpopulation,date,answer,pct_estimate,lo,hi
Asa Hutchinson,r,2023-12-12,Favorable,14.55917911188339,10.236554704340326,18.881803519426455
Asa Hutchinson,r,2023-12-12,Unfavorable,27.60050636020712,21.045677309406575,34.15533541100767
Asa Hutchinson,r,2023-12-11,Favorable,14.553270559386783,10.230645754444259,18.87589536432931
Asa Hutchinson,r,2023-12-11,Unfavorable,27.612004622570268,21.057175407455215,34.16683383768532
Asa Hutchinson,r,2023-12-10,Favorable,14.547173353302394,10.224370716083662,18.869975990521127
Asa Hutchinson,r,2023-12-10,Unfavorable,27.62328387037353,21.068428881945326,34.17813885880173
Asa Hutchinson,r,2023-12-09,Favorable,14.417401198576947,10.086827682871984,18.74797471428191
Asa Hutchinson,r,2023-12-09,Unfavorable,27.05003233396682,20.474490627434587,33.62557404049905
Asa Hutchinson,r,2023-12-08,Favorable,14.424875445753516,10.094009484222342,18.755741407284688
Asa Hutchinson,r,2023-12-08,Unfavorable,27.05137980806962,20.476794824799466,33.625964791339776
Asa Hutchinson,r,2023-12-07,Favorable,14.427150908745618,10.097331877298423,18.756969940192814
Asa Hutchinson,r,2023-12-07,Unfavorable,27.050872843289643,20.47628039765687,33.62546528892242
Asa Hutchinson,r,2023-12-06,Favorable,15.617927272323815,11.51065826014499,19.72519628450264
Asa Hutchinson,r,2023-12-06,Unfavorable,25.990728175692617,19.571699832936844,32.40975651844839
Asa Hutchinson,r,2023-12-05,Favorable,16.728544894525115,12.665017526940082,20.792072262110146
Asa Hutchinson,r,2023-12-05,Unfavorable,26.034768053468305,19.434642054266096,32.63489405267052
Asa Hutchinson,r,2023-12-04,Favorable,16.73134038485627,12.667815669514734,20.794865100197807
Asa Hutchinson,r,2023-12-04,Unfavorable,26.035041502240873,19.434915500776228,32.63516750370552
Asa Hutchinson,r,2023-12-03,Favorable,16.733391887956337,12.66999078136536,20.796792994547314
Asa Hutchinson,r,2023-12-03,Unfavorable,26.035041577355344,19.43491557487642,32.63516757983427
Asa Hutchinson,r,2023-12-02,Favorable,16.1999104635493,12.135738127438156,20.264082799660446
Asa Hutchinson,r,2023-12-02,Unfavorable,26.272534374095862,19.474607470362283,33.07046127782944
Asa Hutchinson,r,2023-12-01,Favorable,16.201904389923808,12.137732053812663,20.266076726034953
Asa Hutchinson,r,2023-12-01,Unfavorable,26.272534374095862,19.474607470362283,33.07046127782944
Asa Hutchinson,r,2023-11-30,Favorable,16.18549852324228,12.121326187131135,20.249670859353426
Asa Hutchinson,r,2023-11-30,Unfavorable,26.249225348127354,19.451298444393775,33.047152251860936
Asa Hutchinson,r,2023-11-29,Favorable,16.18801023032111,12.123837894209966,20.252182566432257
Asa Hutchinson,r,2023-11-29,Unfavorable,26.249225348127354,19.451298444393775,33.047152251860936
Asa Hutchinson,r,2023-11-28,Favorable,16.18987129990467,12.125465756805106,20.254276843004234
Asa Hutchinson,r,2023-11-28,Unfavorable,26.249747600666495,19.451917265341315,33.047577935991676
Asa Hutchinson,r,2023-11-27,Favorable,16.193138880293617,12.128733337194053,20.25754442339318
Asa Hutchinson,r,2023-11-27,Unfavorable,26.250239203356045,19.452408868030865,33.048069538681226
Asa Hutchinson,r,2023-11-26,Favorable,16.1965890621445,12.132183519044936,20.260994605244065
Asa Hutchinson,r,2023-11-26,Unfavorable,26.250239203356045,19.452408868030865,33.048069538681226
Asa Hutchinson,r,2023-11-25,Favorable,16.20074482555521,12.136340644581617,20.2651490065288
Asa Hutchinson,r,2023-11-25,Unfavorable,26.250239219927167,19.452408888787552,33.04806955106678
Asa Hutchinson,r,2023-11-24,Favorable,16.204719200931763,12.140433457604516,20.26900494425901
Asa Hutchinson,r,2023-11-24,Unfavorable,26.250281992816213,19.452451590007104,33.048112395625324
Asa Hutchinson,r,2023-11-23,Favorable,14.927472594737193,10.99198173462674,18.862963454847645
Asa Hutchinson,r,2023-11-23,Unfavorable,26.283868663081023,19.41452449097571,33.15321283518633
Asa Hutchinson,r,2023-11-22,Favorable,14.925880066891729,10.990389206781277,18.86137092700218
Asa Hutchinson,r,2023-11-22,Unfavorable,26.283868663081023,19.41452449097571,33.15321283518633
Asa Hutchinson,r,2023-11-21,Favorable,14.92412568991719,10.988634829806738,18.859616550027642
Asa Hutchinson,r,2023-11-21,Unfavorable,26.28390164996599,19.41455747786068,33.1532458220713
Asa Hutchinson,r,2023-11-20,Favorable,14.921784305214864,10.986293445104412,18.857275165325316
Asa Hutchinson,r,2023-11-20,Unfavorable,26.283768732449424,19.414424560344113,33.15311290455473
Asa Hutchinson,r,2023-11-19,Favorable,14.919640153479811,10.98414929336936,18.855131013590263
Asa Hutchinson,r,2023-11-19,Unfavorable,26.283801574637465,19.414457402532154,33.15314574674277
Asa Hutchinson,r,2023-11-18,Favorable,14.897353080111419,10.961862220000967,18.83284394022187
Asa Hutchinson,r,2023-11-18,Unfavorable,26.226393345304018,19.357049173198707,33.095737517409326
Asa Hutchinson,r,2023-11-17,Favorable,14.856986751774969,10.921495891664517,18.79247761188542
Asa Hutchinson,r,2023-11-17,Unfavorable,26.24322472008327,19.373880547977958,33.11256889218858
Asa Hutchinson,r,2023-11-16,Favorable,14.86921222563786,10.933311266582926,18.805113184692793
Asa Hutchinson,r,2023-11-16,Unfavorable,26.283828912081635,19.414285571400665,33.15337225276261
Asa Hutchinson,r,2023-11-15,Favorable,14.811478190392076,10.935358468912549,18.687597911871606
Asa Hutchinson,r,2023-11-15,Unfavorable,27.368796962169498,20.531018154248155,34.206575770090836
Asa Hutchinson,r,2023-11-14,Favorable,14.807861388584477,10.931726947157614,18.68399583001134
Asa Hutchinson,r,2023-11-14,Unfavorable,27.375581273828093,20.5368922560673,34.21427029158889
Asa Hutchinson,r,2023-11-13,Favorable,14.804337014036886,10.928202580940312,18.68047144713346
Asa Hutchinson,r,2023-11-13,Unfavorable,27.383259994409784,20.54457101196773,34.221948976851834
Asa Hutchinson,r,2023-11-12,Favorable,14.800559235520605,10.924384200694561,18.67673427034665
Asa Hutchinson,r,2023-11-12,Unfavorable,27.391388293813904,20.552675534581624,34.230101053046184
Asa Hutchinson,r,2023-11-11,Favorable,14.732383451756803,10.75568083343763,18.709086070075976
Asa Hutchinson,r,2023-11-11,Unfavorable,26.927073294768917,20.050656756763985,33.80348983277385
Asa Hutchinson,r,2023-11-10,Favorable,14.728218837274039,10.751516218954865,18.70492145559321
Asa Hutchinson,r,2023-11-10,Unfavorable,26.927073294768917,20.050656756763985,33.80348983277385
Asa Hutchinson,r,2023-11-09,Favorable,14.723632266822925,10.746929648503752,18.700334885142098
Asa Hutchinson,r,2023-11-09,Unfavorable,26.927073294768917,20.050656756763985,33.80348983277385
Asa Hutchinson,r,2023-11-08,Favorable,15.082763352084388,11.200539293322102,18.964987410846675
Asa Hutchinson,r,2023-11-08,Unfavorable,25.899768656506996,19.3290741282566,32.47046318475739
Asa Hutchinson,r,2023-11-07,Favorable,16.241608430073352,12.45560681243439,20.027610047712315
Asa Hutchinson,r,2023-11-07,Unfavorable,25.997383366621094,19.152640684242332,32.84212604899986
Asa Hutchinson,r,2023-11-06,Favorable,16.2551377283853,12.400203175736737,20.110072281033865
Asa Hutchinson,r,2023-11-06,Unfavorable,25.69429634758643,18.7759931641802,32.61259953099266
Asa Hutchinson,r,2023-11-05,Favorable,16.256792529858817,12.401857977210254,20.111727082507382
Asa Hutchinson,r,2023-11-05,Unfavorable,25.69362861171998,18.77532542831375,32.61193179512621
Asa Hutchinson,r,2023-11-04,Favorable,16.258725542485106,12.403790989836542,20.11366009513367
Asa Hutchinson,r,2023-11-04,Unfavorable,25.692737633422396,18.774434450016166,32.61104081682863
Asa Hutchinson,r,2023-11-03,Favorable,16.247673480805616,12.392738928157053,20.10260803345418
Asa Hutchinson,r,2023-11-03,Unfavorable,25.7421082094328,18.82380502602657,32.66041139283903
Asa Hutchinson,r,2023-11-02,Favorable,16.21848947236468,12.363554919716117,20.073424025013246
Asa Hutchinson,r,2023-11-02,Unfavorable,25.709787157706543,18.791483974300313,32.628090341112774
Asa Hutchinson,r,2023-11-01,Favorable,16.221118214671257,12.366183662022694,20.076052767319823
Asa Hutchinson,r,2023-11-01,Unfavorable,25.7086769150134,18.79037373160717,32.62698009841963
Asa Hutchinson,r,2023-10-31,Favorable,16.22619114255353,12.37125892943423,20.081123355672833
Asa Hutchinson,r,2023-10-31,Unfavorable,25.7062738659833,18.787970605174984,32.624577126791614
Asa Hutchinson,r,2023-10-30,Favorable,18.099745946457862,13.986769731073583,22.21272216184214
Asa Hutchinson,r,2023-10-30,Unfavorable,26.49095158135072,19.570348683208245,33.4115544794932
Asa Hutchinson,r,2023-10-29,Favorable,18.10018917395348,13.987212958569202,22.21316538933776
Asa Hutchinson,r,2023-10-29,Unfavorable,26.49073132633091,19.570128428188433,33.411334224473386
Asa Hutchinson,r,2023-10-28,Favorable,18.100966870785047,13.987990906427775,22.21394283514232
Asa Hutchinson,r,2023-10-28,Unfavorable,26.490275877075586,19.569672977036316,33.41087877711486
Asa Hutchinson,r,2023-10-27,Favorable,17.664852749904924,13.550177923575404,21.779527576234443
Asa Hutchinson,r,2023-10-27,Unfavorable,26.588289373046752,19.606677572763196,33.56990117333031
Asa Hutchinson,r,2023-10-26,Favorable,17.618446258135037,13.503771431805518,21.733121084464557
Asa Hutchinson,r,2023-10-26,Unfavorable,26.66706846722573,19.685456666942173,33.648680267509285
Asa Hutchinson,r,2023-10-25,Favorable,17.618621786774927,13.503946960445408,21.733296613104446
Asa Hutchinson,r,2023-10-25,Unfavorable,26.66655270351784,19.684940903234285,33.6481645038014
Asa Hutchinson,r,2023-10-24,Favorable,17.61891022317555,13.504235396846031,21.73358504950507
Asa Hutchinson,r,2023-10-24,Unfavorable,26.665497811916204,19.683886011632648,33.647109612199756
Asa Hutchinson,r,2023-10-23,Favorable,17.618949802668276,13.504274976338756,21.733624628997795
Asa Hutchinson,r,2023-10-23,Unfavorable,26.665497811916207,19.68388601163265,33.64710961219976
Asa Hutchinson,r,2023-10-22,Favorable,17.61896958768326,13.50429476135374,21.73364441401278
Asa Hutchinson,r,2023-10-22,Unfavorable,26.665466757504774,19.683854957221218,33.64707855778833
Asa Hutchinson,r,2023-10-21,Favorable,17.571127356372767,13.456452530043247,21.685802182702286
Asa Hutchinson,r,2023-10-21,Unfavorable,26.70272819777038,19.721116397486824,33.684339998053936
Asa Hutchinson,r,2023-10-20,Favorable,17.571222908779852,13.456548082450333,21.68589773510937
Asa Hutchinson,r,2023-10-20,Unfavorable,26.70267605981613,19.721064259532575,33.68428786009969
Asa Hutchinson,r,2023-10-19,Favorable,17.575869519947876,13.461194693618356,21.690544346277395
Asa Hutchinson,r,2023-10-19,Unfavorable,26.706936213254533,19.725324412970977,33.68854801353809
Asa Hutchinson,r,2023-10-18,Favorable,17.57595696367958,13.461282148442677,21.690631778916483
Asa Hutchinson,r,2023-10-18,Unfavorable,26.706882485938376,19.72527069234717,33.688494279529586
Asa Hutchinson,r,2023-10-17,Favorable,17.575759884766065,13.461078331163087,21.690441438369042
Asa Hutchinson,r,2023-10-17,Unfavorable,26.706690262758293,19.724961053024348,33.688419472492235
Asa Hutchinson,r,2023-10-16,Favorable,17.575874943875476,13.461197901085162,21.69055198666579
Asa Hutchinson,r,2023-10-16,Unfavorable,26.70669751743928,19.724965799053997,33.688429235824565
Asa Hutchinson,r,2023-10-15,Favorable,17.508046879529868,13.353199193344945,21.66289456571479
Asa Hutchinson,r,2023-10-15,Unfavorable,26.630251014976757,19.579820785160866,33.68068124479265
Asa Hutchinson,r,2023-10-14,Favorable,17.438586814735896,13.283739128550973,21.593434500920818
Asa Hutchinson,r,2023-10-14,Unfavorable,26.4651908842364,19.41476065442051,33.515621114052294
Asa Hutchinson,r,2023-10-13,Favorable,17.451179448794765,13.296331762609842,21.606027134979687
Asa Hutchinson,r,2023-10-13,Unfavorable,26.2907080959613,19.24027786614541,33.341138325777194
Asa Hutchinson,r,2023-10-12,Favorable,17.45730790604204,13.302460219857117,21.612155592226962
Asa Hutchinson,r,2023-10-12,Unfavorable,26.213041638736478,19.162611408920586,33.26347186855237
Asa Hutchinson,r,2023-10-11,Favorable,17.458956750234545,13.304095934738633,21.613817565730457
Asa Hutchinson,r,2023-10-11,Unfavorable,26.21583783609301,19.165475720201872,33.26619995198414
Asa Hutchinson,r,2023-10-10,Favorable,17.124448777625854,13.02770540548225,21.221192149769458
Asa Hutchinson,r,2023-10-10,Unfavorable,25.60518843611578,18.550002244536437,32.66037462769513
Asa Hutchinson,r,2023-10-09,Favorable,16.999650217175475,12.850046636288333,21.149253798062617
Asa Hutchinson,r,2023-10-09,Unfavorable,25.834637957388438,18.71473993682959,32.95453597794729
Asa Hutchinson,r,2023-10-08,Favorable,16.98764034441422,12.838036763527079,21.137243925301362
Asa Hutchinson,r,2023-10-08,Unfavorable,25.842466807366215,18.72256878680737,32.962364827925065
Asa Hutchinson,r,2023-10-07,Favorable,16.988842142188382,12.839238559844777,21.138445724531987
Asa Hutchinson,r,2023-10-07,Unfavorable,25.84543683197211,18.725538868699225,32.96533479524499
Asa Hutchinson,r,2023-10-06,Favorable,16.65321579670165,11.253197087427868,22.053234505975436
Asa Hutchinson,r,2023-10-06,Unfavorable,26.09955354420847,18.451341710474495,33.74776537794244
Asa Hutchinson,r,2023-10-05,Favorable,14.554276332622056,10.514802242711855,18.593750422532256
Asa Hutchinson,r,2023-10-05,Unfavorable,25.33867674150497,19.20054045210143,31.47681303090851
Asa Hutchinson,r,2023-10-04,Favorable,14.55438865035969,10.51491456044949,18.59386274026989
Asa Hutchinson,r,2023-10-04,Unfavorable,25.343740217222162,19.205603927818622,31.481876506625703
Asa Hutchinson,r,2023-10-03,Favorable,14.543929215115357,10.504455125205157,18.583403305025556
Asa Hutchinson,r,2023-10-03,Unfavorable,25.432503747312715,19.294367457909175,31.570640036716256
Asa Hutchinson,r,2023-10-02,Favorable,14.728386286100466,10.656889770611876,18.799882801589057
Asa Hutchinson,r,2023-10-02,Unfavorable,25.706005159188592,19.52399046058965,31.888019857787533
Asa Hutchinson,r,2023-10-01,Favorable,14.727887758454775,10.656391242966183,18.799384273943367
Asa Hutchinson,r,2023-10-01,Unfavorable,25.711661423748197,19.529646725149256,31.893676122347138
Asa Hutchinson,r,2023-09-30,Favorable,14.656262678008282,10.541228239434592,18.771297116581973
Asa Hutchinson,r,2023-09-30,Unfavorable,25.252704868300125,19.057717717726575,31.447692018873674
Asa Hutchinson,r,2023-09-29,Favorable,14.65698072697988,10.541946288406189,18.77201516555357
Asa Hutchinson,r,2023-09-29,Unfavorable,25.259262114262697,19.064274963689147,31.454249264836246
Asa Hutchinson,r,2023-09-28,Favorable,14.6575950425162,10.542560603942508,18.77262948108989
Asa Hutchinson,r,2023-09-28,Unfavorable,25.26599188397484,19.071004733401292,31.46097903454839
Asa Hutchinson,r,2023-09-27,Favorable,17.378866558019585,12.188837942645552,22.568895173393617
Asa Hutchinson,r,2023-09-27,Unfavorable,25.903048669720008,18.15684409428684,33.649253245153176
Asa Hutchinson,r,2023-09-26,Favorable,17.37870489734661,12.188694989584164,22.568714805109053
Asa Hutchinson,r,2023-09-26,Unfavorable,25.90562092046489,18.159406984045912,33.65183485688387
Asa Hutchinson,r,2023-09-25,Favorable,18.02153735550416,12.784232935007644,23.25884177600068
Asa Hutchinson,r,2023-09-25,Unfavorable,26.545834793100603,18.714721870780796,34.376947715420414
Asa Hutchinson,r,2023-09-24,Favorable,18.312847180620487,13.075602356707167,23.55009200453381
Asa Hutchinson,r,2023-09-24,Unfavorable,25.91127143189408,18.08010525584417,33.74243760794399
Asa Hutchinson,r,2023-09-23,Favorable,17.681816527212334,12.48124575547658,22.88238729894809
Asa Hutchinson,r,2023-09-23,Unfavorable,26.02771744206682,18.211210634241233,33.844224249892406
Asa Hutchinson,r,2023-09-22,Favorable,17.681835025348512,12.481264253612759,22.882405797084267
Asa Hutchinson,r,2023-09-22,Unfavorable,26.03223131151572,18.215724503690133,33.848738119341306
Asa Hutchinson,r,2023-09-21,Favorable,17.681872132077466,12.481301360341712,22.88244290381322
Asa Hutchinson,r,2023-09-21,Unfavorable,26.03763569132531,18.221128883499723,33.854142499150896
Asa Hutchinson,r,2023-09-20,Favorable,17.669045375314077,12.468474603578324,22.869616147049832
Asa Hutchinson,r,2023-09-20,Unfavorable,26.006470284494732,18.189963476669146,33.82297709232032
Asa Hutchinson,r,2023-09-19,Favorable,17.669068320053594,12.46849754831784,22.869639091789345
Asa Hutchinson,r,2023-09-19,Unfavorable,26.018678228385475,18.20217142055989,33.835185036211065
Asa Hutchinson,r,2023-09-18,Favorable,17.66909100983977,12.468520238104018,22.869661781575523
Asa Hutchinson,r,2023-09-18,Unfavorable,26.03171820030981,18.215211392484225,33.8482250081354
Asa Hutchinson,r,2023-09-17,Favorable,17.669170941334883,12.468600169655186,22.86974171301458
Asa Hutchinson,r,2023-09-17,Unfavorable,26.039925229685238,18.223417721224926,33.85643273814555
Asa Hutchinson,r,2023-09-16,Favorable,17.669222252778816,12.468651403965747,22.869793101591885
Asa Hutchinson,r,2023-09-16,Unfavorable,26.048479203931045,18.231844925761724,33.86511348210037
Asa Hutchinson,r,2023-09-15,Favorable,17.546220457867584,12.29738639155412,22.795054524181047
Asa Hutchinson,r,2023-09-15,Unfavorable,25.737323116160148,17.829241689696996,33.645404542623304
Asa Hutchinson,r,2023-09-14,Favorable,17.54581202942078,12.297011320165769,22.79461273867579
Asa Hutchinson,r,2023-09-14,Unfavorable,25.751145863612425,17.843253947031766,33.65903778019309
Asa Hutchinson,r,2023-09-13,Favorable,16.829079407656845,11.687005201933442,21.97115361338025
Asa Hutchinson,r,2023-09-13,Unfavorable,25.551465330520664,17.597503860455546,33.50542680058578
Asa Hutchinson,r,2023-09-12,Favorable,16.826482037783713,11.684411374942481,21.968552700624944
Asa Hutchinson,r,2023-09-12,Unfavorable,25.56080592999382,17.606843578888192,33.51476828109945
Asa Hutchinson,r,2023-09-11,Favorable,16.847497419469285,11.705830094311704,21.989164744626866
Asa Hutchinson,r,2023-09-11,Unfavorable,25.517268801707502,17.563229958815104,33.471307644599904
Asa Hutchinson,r,2023-09-10,Favorable,17.203345611621152,12.014561228531768,22.392129994710537
Asa Hutchinson,r,2023-09-10,Unfavorable,24.466709401083616,16.53198448689195,32.40143431527528
Asa Hutchinson,r,2023-09-09,Favorable,17.154361163402978,11.884378477876412,22.424343848929546
Asa Hutchinson,r,2023-09-09,Unfavorable,24.46613843301715,16.40453217549287,32.527744690541425
Asa Hutchinson,r,2023-09-08,Favorable,17.151715572805287,11.881732887278721,22.42169825833185
Asa Hutchinson,r,2023-09-08,Unfavorable,24.47526028482177,16.41365402729749,32.53686654234605
Asa Hutchinson,r,2023-09-07,Favorable,17.15118227302608,11.881199587499514,22.421164958552644
Asa Hutchinson,r,2023-09-07,Unfavorable,24.48149899526658,16.419892737742302,32.54310525279086
Asa Hutchinson,r,2023-09-06,Favorable,17.191516307000068,11.921533621473502,22.461498992526636
Asa Hutchinson,r,2023-09-06,Unfavorable,24.443105124219585,16.381498866695306,32.50471138174386
Asa Hutchinson,r,2023-09-05,Favorable,17.190593004925724,11.920610319399158,22.460575690452288
Asa Hutchinson,r,2023-09-05,Unfavorable,24.451561626025814,16.389955368501536,32.513167883550096
Asa Hutchinson,r,2023-09-04,Favorable,17.18955610567074,11.919573423640063,22.459538787701415
Asa Hutchinson,r,2023-09-04,Unfavorable,24.460663227960673,16.39905231583488,32.522274140086466
Asa Hutchinson,r,2023-09-03,Favorable,17.191176067593155,11.921188355078215,22.461163780108095
Asa Hutchinson,r,2023-09-03,Unfavorable,24.433506962521115,16.371033880031312,32.49598004501092
Asa Hutchinson,r,2023-09-02,Favorable,17.30417088930522,11.96166435562413,22.646677422986308
Asa Hutchinson,r,2023-09-02,Unfavorable,23.708587539310052,15.813189754200245,31.60398532441986
Asa Hutchinson,r,2023-09-01,Favorable,17.303050560487087,11.960544026805998,22.645557094168176
Asa Hutchinson,r,2023-09-01,Unfavorable,23.714672199242074,15.819274414132266,31.61006998435188
Asa Hutchinson,r,2023-08-31,Favorable,17.301729955856413,11.959223422175324,22.6442364895375
Asa Hutchinson,r,2023-08-31,Unfavorable,23.721295463150696,15.825897678040889,31.616693248260503
Asa Hutchinson,r,2023-08-30,Favorable,17.307763738421478,11.965257211919782,22.650270264923172
Asa Hutchinson,r,2023-08-30,Unfavorable,23.70894763303791,15.813549189328516,31.6043460767473
Asa Hutchinson,r,2023-08-29,Favorable,17.306191536526146,11.963655156694106,22.648727916358187
Asa Hutchinson,r,2023-08-29,Unfavorable,23.717164540695798,15.821621745785258,31.612707335606338
Asa Hutchinson,r,2023-08-28,Favorable,17.64206160250906,12.314191100428975,22.969932104589144
Asa Hutchinson,r,2023-08-28,Unfavorable,21.713343355110236,14.053438855377806,29.373247854842667
Asa Hutchinson,r,2023-08-27,Favorable,17.639272032738234,12.311415721072295,22.967128344404173
Asa Hutchinson,r,2023-08-27,Unfavorable,21.716938185091422,14.056888708706012,29.376987661476832
Asa Hutchinson,r,2023-08-26,Favorable,17.563696503872023,12.152670666565037,22.97472234117901
Asa Hutchinson,r,2023-08-26,Unfavorable,21.12633908939288,13.572041459117088,28.68063671966867
Asa Hutchinson,r,2023-08-25,Favorable,17.560923456352977,12.14989761904599,22.971949293659964
Asa Hutchinson,r,2023-08-25,Unfavorable,21.12398707258734,13.56968944231155,28.67828470286313
Asa Hutchinson,r,2023-08-24,Favorable,17.600197034871083,12.189171197564097,23.01122287217807
Asa Hutchinson,r,2023-08-24,Unfavorable,21.17079910879768,13.61650147852189,28.72509673907347
Asa Hutchinson,r,2023-08-23,Favorable,17.59607581422859,12.18504962805876,23.007102000398422
Asa Hutchinson,r,2023-08-23,Unfavorable,21.165592948550817,13.61129496531193,28.719890931789703
Asa Hutchinson,r,2023-08-22,Favorable,17.5917885606137,12.180710642799752,23.00286647842765
Asa Hutchinson,r,2023-08-22,Unfavorable,21.16020738785806,13.605799770112998,28.714615005603118
Asa Hutchinson,r,2023-08-21,Favorable,18.80408352724209,13.487496521041903,24.120670533442272
Asa Hutchinson,r,2023-08-21,Unfavorable,22.02939427600164,14.456002518613346,29.602786033389933
